frame,time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,sep_km,earth_koz_violation_chief,earth_koz_violation_deputy,inner_koz_shape,inner_koz_inside,brt_value,brt_unsafe
201,6201.547102898321,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
202,6232.400571071944,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
203,6263.254039245568,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
204,6294.107507419191,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
205,6324.960975592815,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
206,6355.814443766439,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
207,6386.6679119400615,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
208,6417.521380113685,0.0,3200.0,0.0,0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
209,6448.374848287309,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
210,6479.228316460933,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
211,6510.081784634555,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
212,6540.935252808179,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
213,6571.788720981803,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
214,6602.642189155426,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
215,6633.495657329049,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
216,6664.349125502673,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
217,6695.202593676297,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
218,6726.05606184992,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
219,6756.909530023544,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
220,6787.762998197167,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
221,6818.6164663707905,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
222,6849.469934544414,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
223,6880.323402718038,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
224,6911.176870891661,0.0,3200.0,0.0,0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
225,6942.030339065284,0.0,3200.0,0.0,0.0,0.0,0.0,3.2,0,0,5056.790123456791,0,5352.800950270435,0
226,6972.883807238908,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
227,7003.737275412532,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
228,7034.5907435861545,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
229,7065.444211759778,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
230,7096.297679933402,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
231,7127.151148107026,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
232,7158.004616280649,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
233,7188.858084454272,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
234,7219.711552627896,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
235,7250.5650208015195,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
236,7281.418488975143,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
237,7312.271957148766,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
238,7343.12542532239,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
239,7373.978893496013,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
240,7404.832361669637,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
241,7435.68582984326,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
242,7466.539298016884,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
243,7497.392766190507,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
244,7528.246234364131,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
245,7559.099702537755,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
246,7589.953170711377,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
247,7620.806638885001,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
248,7651.660107058625,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
249,7682.5135752322485,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
250,7713.367043405871,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
251,7744.220511579495,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
252,7775.073979753119,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
253,7805.927447926742,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
254,7836.780916100365,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
255,7867.634384273989,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
256,7898.487852447613,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
257,7929.341320621236,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
258,7960.19478879486,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
259,7991.048256968483,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
260,8021.901725142106,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
261,8052.75519331573,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
262,8083.608661489354,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
263,8114.462129662977,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
264,8145.3155978366,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
265,8176.169066010224,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
266,8207.022534183847,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
267,8237.87600235747,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
268,8268.729470531094,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
269,8299.582938704718,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
270,8330.436406878342,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2,0,0,5056.790123456791,0,5352.800950270435,0
271,8361.289875051965,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
272,8392.143343225589,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
273,8422.996811399213,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
274,8453.850279572835,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
275,8484.703747746458,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
276,8515.557215920082,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
277,8546.410684093706,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
278,8577.26415226733,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
279,8608.117620440953,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
280,8638.971088614577,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
281,8669.8245567882,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
282,8700.678024961824,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
283,8731.531493135446,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
284,8762.38496130907,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
285,8793.238429482693,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
286,8824.091897656317,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
287,8854.94536582994,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
288,8885.798834003564,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
289,8916.652302177188,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
290,8947.505770350812,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
291,8978.359238524434,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
292,9009.212706698057,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
293,9040.066174871681,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
294,9070.919643045305,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
295,9101.773111218929,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
296,9132.626579392552,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
297,9163.480047566176,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
298,9194.3335157398,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
299,9225.186983913423,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
300,9256.040452087045,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
301,9286.893920260669,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
302,9317.747388434293,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
303,9348.600856607916,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
304,9379.45432478154,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
305,9410.307792955164,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
306,9441.161261128787,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
307,9472.014729302411,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
308,9502.868197476035,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
309,9533.721665649657,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
310,9564.57513382328,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
311,9595.428601996904,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
312,9626.282070170528,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
313,9657.135538344151,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
314,9687.989006517775,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
315,9718.842474691399,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2,0,0,5056.790123456791,0,5352.800950270435,0
316,9749.695942865023,0.0,3200.0,0.0,0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
317,9780.549411038644,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
318,9811.402879212268,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
319,9842.256347385892,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
320,9873.109815559515,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
321,9903.96328373314,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
322,9934.816751906763,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
323,9965.670220080387,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
324,9996.52368825401,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
325,10027.377156427634,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
326,10058.230624601256,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
327,10089.08409277488,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
328,10119.937560948503,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
329,10150.791029122127,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
330,10181.64449729575,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
331,10212.497965469374,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
332,10243.351433642998,0.0,3200.0,0.0,0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
333,10274.204901816622,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
334,10305.058369990245,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
335,10335.911838163867,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
336,10366.765306337491,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
337,10397.618774511115,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
338,10428.472242684738,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
339,10459.325710858362,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
340,10490.179179031986,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
341,10521.03264720561,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
342,10551.886115379233,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
343,10582.739583552855,0.0,3200.0,0.0,0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
344,10613.593051726479,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
345,10644.446519900102,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
346,10675.299988073726,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
347,10706.15345624735,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
348,10737.006924420974,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
349,10767.860392594597,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
350,10798.713860768221,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
351,10829.567328941845,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
352,10860.420797115466,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
353,10891.27426528909,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
354,10922.127733462714,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
355,10952.981201636338,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
356,10983.834669809961,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
357,11014.688137983585,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
358,11045.541606157209,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
359,11076.395074330832,0.0,3200.0,0.0,0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
360,11107.248542504456,0.0,3200.0,0.0,0.0,0.0,0.0,3.2,0,0,5056.790123456791,0,5352.800950270435,0
361,11138.102010678078,0.0,3200.0,0.0,0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
362,11168.955478851702,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
363,11199.808947025325,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
364,11230.662415198949,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
365,11261.515883372573,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
366,11292.369351546196,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
367,11323.22281971982,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
368,11354.076287893444,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
369,11384.929756067066,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
370,11415.78322424069,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
371,11446.636692414313,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
372,11477.490160587937,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
373,11508.34362876156,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
374,11539.197096935184,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
375,11570.050565108808,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
376,11600.904033282432,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
377,11631.757501456055,0.0,3200.0,0.0,0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
378,11662.610969629677,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
379,11693.4644378033,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
380,11724.317905976925,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
381,11755.171374150548,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
382,11786.024842324172,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
383,11816.878310497796,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
384,11847.73177867142,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
385,11878.585246845043,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
386,11909.438715018667,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
387,11940.292183192289,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
388,11971.145651365912,0.0,3200.0,0.0,0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
389,12001.999119539536,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
390,12032.85258771316,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
391,12063.706055886783,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
392,12094.559524060407,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
393,12125.41299223403,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
394,12156.266460407654,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
395,12187.119928581276,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
396,12217.9733967549,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
397,12248.826864928524,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
398,12279.680333102147,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
399,12310.533801275771,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
400,12341.387269449395,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
401,12372.240737623019,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
402,12403.094205796642,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
403,12433.947673970266,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
